"date","day_num","dow","MON","TUE","WED","THU","FRI","SAT","SUN","PRESDAY","STPATS","KDERBY","MEMDAY","INDDAY","LABORDAY","NCAABBALL","TREND","R1_COIN","R1_DROP","R1_RAKE","R2_COIN","R2_DROP","R2_RAKE","R3_COIN","R3_DROP","R3_RAKE","R3_TREND"
2009-02-15,13,"Sunday",0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.56494935746154,14.4932856343053,13.0690018845835,8.94741597754792,15.5982017703841,15.0210185082083,9.48871856175307,15.6151987271979,11.8243674330841,8.48537344836743,3.34992688381756
2009-02-16,14,"Monday",1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.63905732961526,14.2568379410399,12.9680033088495,8.45664730418258,15.0721442501586,14.4067717239079,9.57015669108646,15.865696133045,12.3184535394515,8.49778500687067,2.15491414374704
2009-02-17,15,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,14.9700119453263,13.4240169311975,8.56301979339093,16.65,15.4274022423069,10.476104425329,15.1869610978557,11.8813785975789,8.1294066658254,4.82850931689464
2009-02-18,16,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,14.7391872380621,13.5177614054756,9.20876029046843,15.2402072454239,13.67,9.69412744913497,14.9,11.5627223953909,8.01128986953521,5.89436808786176
2009-02-19,17,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.83321334405622,14.4184177061892,12.5011201920182,8.44569766561397,16.0136170355913,15.1866058019796,10.0745967864163,15.1794606350465,11.6680543844072,8.24424213491406,2.40894412176007
2009-02-20,18,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.89037175789616,14.747834960942,13.0656794224079,8.91531621024119,15.8718827252227,14.4475876149888,10.2388218277595,15.7044675888848,12.2619989952628,8.58924522677124,3.12637534307069
2009-02-21,19,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.94443897916644,14.7393640123007,13.0993231515472,8.93665003686947,16.0415961050702,15.0300588175896,10.2786742047286,15.2149199581447,11.7786065642994,7.92110115019633,4.53703933794605
2009-02-22,20,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.99573227355399,14.695298831733,13.1464306582674,9.15090384185079,16.0960187747294,14.9384380464327,10.0735517028984,15.4625089328221,11.8832697106033,8.22699522667293,2.74157080011189
2009-02-23,21,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,14.8981657638356,13.4827996247851,9.06325243802198,15.5580163700819,15.5571723353396,10.284387729438,15.087163497379,11.8188100415629,8.18933156523849,4.29841795932855
2009-02-24,22,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,14.5744539374207,12.673912075984,8.79545440858402,15.563527175318,14.2404138265179,9.72713225671388,15.6231156964865,12.0359342003781,8.57860800212477,3.8900830328372
2009-02-25,23,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,14.5147906931902,12.7262621765101,8.53771078836759,16.1585767801655,15.3963165865834,10.2868745500061,15.3349507025713,11.8888053709595,8.26150976463961,4.04867591937105
2009-02-26,24,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.17805383034795,14.2610836122501,13.0564030829226,9.0013166259035,15.4569697174933,15.3421241328994,10.3751359771351,15.1645245593903,11.4837643945492,8.3562648835465,3.2156027776478
2009-02-27,25,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2188758248682,14.6219226710687,12.9261429096617,9.04139986010935,15.2188191882509,15.1432130481049,9.51079252702033,14.9,11.4087202080156,7.96756347828115,6.90286920803907
2009-02-28,26,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.25809653802148,14.4699612666107,12.6662624227024,8.52909138253192,15.1169228992086,13.8097522308333,9.37,15.3808941487587,11.964239929769,8.41358658059785,4.69603146703059
2009-03-01,27,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.29583686600433,14.6141996629015,13.1062549531683,8.70508907540753,15.7300845955949,15.0387135994094,9.93889595203279,15.2949038009827,11.7740130951317,8.00269560499401,5.76714105864957
2009-03-02,28,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,14.11,12.16,8.0090666641616,15.4873947163747,14.5807289287957,9.73158767149352,15.2591333244033,11.6810039374338,7.98571543276986,5.31727677689561
2009-03-03,29,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,14.5413476857916,12.8946366500729,8.17543784489663,15.956109792691,15.0151156798075,10.1627823098331,15.4690063709029,11.8870174666987,8.31946602072881,4.47812149023278
2009-03-04,30,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,14.616823792802,12.8350436096699,8.52456519136216,15.9200353021707,14.9537912710884,9.95347129927645,15.5123494423611,12.0878860035626,8.56033771245635,3.77849929527627
2009-03-05,31,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.43398720448515,14.7977280909598,12.9892064569113,8.7976003711287,15.5314300108286,14.9948656864485,10.0675141906492,14.9,11.3570107495732,7.73008821188185,5.51742034838541
2009-03-06,32,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.46573590279973,14.5127094322724,12.7988127940707,8.56646930879563,15.6628301794247,14.7314855500317,10.1023129008916,15.2665159773697,11.8532516030174,8.04763877638258,5.29011431477864
2009-03-07,33,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.49650756146648,14.5620688837771,12.8406837880908,8.93870479703207,15.799594684974,15.0778879294963,10.2220009022607,15.6131175897198,12.0158979030251,8.31179153971685,6.39326148523327
2009-03-08,34,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.52636052461616,14.4718123070503,12.6613129731172,8.50109992917717,15.6184154205284,14.6946772294743,9.82016170353688,15.2338003686648,12.0225444943924,8.07211961100539,4.96038960361178
2009-03-09,35,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55534806148941,14.1569471288464,12.3088511547333,8.15004687905641,15.2526155524915,14.1595070632505,9.94557994040342,14.9908886010833,11.3862305337391,8.05259370068281,5.68787175589413
2009-03-10,36,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.58351893845611,14.3953563319043,12.5660428888723,8.3331131373605,15.9908980454525,14.5914668403811,9.82424991170271,15.1101517122731,11.680051950937,7.95488889536247,5.03124930952035
2009-03-11,37,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.61091791264422,14.5410623823944,13.0527267554801,8.80465910964332,15.0178604258766,13.7209089530082,9.7864130823463,15.1388310491338,11.8004406502509,7.86645902024969,4.43129584959958
2009-03-12,38,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.63758615972639,14.5720715896306,13.0872930898097,9.09995390060435,15.0639773184822,14.2987202800285,9.72789130509155,15.3871642347142,11.6498200855068,8.23318677304631,5.33584071754497
2009-03-13,39,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.66356164612965,14.6375418831413,12.7273141573575,8.87649389686193,15.3004389835288,14.4517943645614,9.82064857814548,15.6673063427781,12.1882777968809,8.64490396389188,4.34958692876845
2009-03-14,40,"Saturday",0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.68887945411394,14.8500264816272,13.2552186213816,8.49769226889574,16.0470795488818,14.719623708424,9.90443383891199,15.2786676491561,12.0273801296801,8.05220228196501,3.35522281786862
2009-03-15,41,"Sunday",0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.71357206670431,14.3659709462414,12.397197157746,8.33051724729153,15.5870998912964,14.4756909715469,9.94673036477259,14.9,11.3818601554628,7.71837266890924,4.66293904838325
2009-03-16,42,"Monday",1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.73766961828337,14.5455814224226,13.06338404256,8.98373597802938,15.4936792096603,14.1145490519672,9.4356253986339,15.5694511285198,11.9762018366009,8.41345821848312,3.53101587756959
2009-03-17,43,"Tuesday",0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.76120011569356,14.6712730055172,12.8875608654748,8.62159681595541,15.6795833685574,14.367394778394,9.82490374600339,15.003720162028,11.845875549024,7.71254242964228,3.83777754835217
2009-03-18,44,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.78418963391826,14.5353743439638,12.6432262999463,8.71668008549945,16.0406102180895,15.8768864845468,10.019840769076,15.6178671804709,12.0436466601257,8.58205233872248,5.40267433196251
2009-03-19,45,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.80666248977032,14.3672956312082,12.5811137033893,8.25581152088375,16.4773701723206,15.2737650994847,9.96588033958329,15.96,12.5273268765536,8.62392208627296,4.5471546272626
2009-03-20,46,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.8286413964891,14.4363687471648,12.8499797758829,8.56837524583724,16.1996789621641,15.6214968079584,10.3092362888497,15.62550702384,12.1770614552122,8.83534093155758,3.18790476818312
2009-03-21,47,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.85014760171006,14.5489096450401,12.7875162280831,8.83873424206638,16.1372377962986,14.3913650512135,10.1671077147111,15.3126012633666,11.8293108424499,8.2260219464559,3.78848689185616
2009-03-22,48,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.87120101090789,14.5981120623608,12.8389447199334,9.13323875415357,15.7106520673472,14.5610150410035,10.0478125216275,15.0121297530779,11.61914757802,7.82292849511116,5.55934162843922
2009-03-23,49,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.89182029811063,14.5262175055512,12.9035009190009,8.79144697435772,16.0559699447078,14.5124668753332,10.1107374931375,15.1527478742092,11.9524582496719,8.22746185498273,4.43669424466069
2009-03-24,50,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.91202300542815,14.7521001215469,13.0732641040861,8.82637752241928,15.3238448399399,14.5310587985747,9.43670025075941,15.1346733061377,11.7442787591661,8.26010838631842,4.16472705607997
2009-03-25,51,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.93182563272433,14.5522868809697,12.5404805766406,8.04228257467278,15.0730911327497,14.2450873195113,9.8069430023093,15.0854104332879,11.5872866191488,7.91543958167357,4.72858566902586
2009-03-26,52,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.95124371858143,14.2922516053374,12.2778112261621,7.95135532717017,16.3153129872738,15.8808824490267,10.1537356073218,15.5016506810374,12.0814119263704,8.50368068947103,4.30900081820642
2009-03-27,53,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.97029191355212,14.6884478530922,13.0866484286242,8.68600045032479,16.0653280928597,14.6658951925144,9.79385892601566,15.0921943746544,11.7243534083724,8.0621114293378,6.32049340648407
2009-03-28,54,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.98898404656427,14.4271919915452,13.0554028731247,8.77832590178889,16.1665911385088,14.8256989551362,10.49,15.5022430598039,11.9280263364205,8.64331817061422,3.9074879092072
2009-03-29,55,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.00733318523247,14.8862859872033,13.3396447898036,9.34272115993636,15.7900012738183,14.3637588908931,9.74637030003821,15.6957283013491,12.2509179750534,8.73609988328401,3.63069822067944
2009-03-30,56,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.02535169073515,14.9257437946977,13.0287563310485,8.70596027122084,15.6340424643824,13.9632393229488,9.58684520768455,15.341414795375,11.7826895201121,8.28297812219087,3.52989414305963
2009-03-31,57,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.04305126783455,14.3122539009371,12.5626828459473,9.04206214276781,15.5305403359439,14.2732089701678,10.1351004246683,15.0030553830511,11.4220044107148,8.18999041021504,5.55409040059084
2009-04-01,58,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.06044301054642,14.1841129686216,12.1905775510682,7.97053963152367,15.7824535728095,15.1694920560365,10.0713015568282,15.9454728633364,12.5527827051228,8.39891297169314,3.35333759675603
2009-04-02,59,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.07753744390572,14.5967598760376,12.8757062631963,9.01112197667925,15.3648822192274,15.3572753153532,9.93298511807458,15.3728727640587,11.8571586144681,8.08569969002274,4.88748835206732
2009-04-03,60,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0943445622221,14.7029810819783,13.2453454433071,8.48493987011664,16.274835595326,15.5948972962674,10.18563167107,14.9180354913724,11.5031690828651,8.103535149714,5.25555707227906
2009-04-04,61,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.11087386417331,14.6418592696828,12.16,8.01158213872194,15.1891421004526,14.0591875328266,9.5068012050369,15.4741406082793,12.0323338848066,8.22844317835895,4.60503297903636
2009-04-05,62,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.12713438504509,14.7166866779097,13.3550465242808,8.859323697161,16.0804075967748,15.5690251435864,10.3494339989766,15.1137626037086,11.4427518154159,7.87752916914624,5.01593249735156
2009-04-06,63,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.14313472639153,14.556724347613,12.6414556068186,8.71138741224002,15.9197764188981,14.5730405757482,9.77118020529747,15.5661499204197,11.9582408935595,8.28359954320524,2.64251906700501
2009-04-07,64,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.15888308335967,14.5792649856179,13.0293205951018,8.9636864855937,15.7726570757914,15.2548947532065,9.60600202427305,15.6184701940116,12.1330991000578,8.35265491879818,3.99893596011076
2009-04-08,65,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.17438726989564,14.415694482195,12.7817906848411,8.46240407223138,15.7685264529157,15.0873854171695,9.92056824459081,15.6275829520029,12.2927713385826,8.24048957607305,4.4653606973765
2009-04-09,66,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.18965474202643,14.5115629147565,12.8072696024749,8.9755130743584,15.3922064376498,14.5631368000116,9.61454244133501,15.2498373687269,11.9680378819666,8.24957449728475,2.65368883374135
2009-04-10,67,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.20469261939097,14.2712056357688,12.8242454871994,8.3928596783308,15.5581618509649,13.783070645054,9.70552077923344,15.8558581890791,12.231561703003,8.6345797920333,3.59620717629209
2009-04-11,68,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.21950770517611,14.8650743950153,13.1314166108092,8.86763004289503,15.310378934699,14.6713866353577,9.67936946824207,15.6264990283268,11.7541001785295,8.19065924488748,4.41670294522073
2009-04-12,69,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.23410650459726,14.7283189898738,13.3262214798422,8.91795158983808,15.7383761427128,15.134769592698,9.66219480384798,15.1975357982527,11.662599703961,8.32400153591978,2.77780527505559
2009-04-13,70,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24849524204936,14.9773960113902,13.1272289931759,8.8655176861675,15.5901948805496,14.5965060787086,9.58839854497214,15.3783929518563,11.7442029301158,8.2201030646066,5.5097848141738
2009-04-14,71,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.26267987704132,14.4709239078379,12.4581451749197,8.51551859263582,15.4852149067843,14.2924722977094,9.80834133236143,15.2275037794632,11.546617465764,8.11084785706159,3.91700582841108
2009-04-15,72,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.27666611901606,14.2652333815617,12.3259513161784,8.19896836143579,15.2761279302667,14.9514066195997,9.84663717552804,15.3591504264272,11.7561378441937,8.15660878950365,5.39759605654098
2009-04-16,73,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.29045944114839,14.64740624794,13.0186092090857,9.13179871000448,15.8945599953075,14.738958302167,9.9104759798176,15.5518442253844,12.3613604712773,8.2358080806437,4.34888642280451
2009-04-17,74,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.30406509320417,14.4202225364561,12.9063278916547,8.59252939527248,15.5508310856891,14.5872484083262,10.2587333141419,15.3203727377864,11.791125913268,8.16831297897759,4.92861099257903
2009-04-18,75,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.31748811353631,14.2028965154284,12.4001520246654,8.24345284686918,15.9430556154883,14.9382248116805,9.79804540212116,15.4763301080993,12.1521462589284,8.30285396203098,4.12021908094996
2009-04-19,76,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.33073334028633,14.6398248004527,13.0801679640663,8.98688561792393,15.1343351299377,14.1657235096681,9.85087522990843,15.5417595105857,11.9853037403602,8.19403298819379,3.15875106591371
2009-04-20,77,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34380542185368,14.7493945284477,13.6838640512027,9.16567676726156,16.3492125105506,15.4461200473877,10.1393582591279,15.2374461201367,11.5167550667799,7.88304318845089,4.14595876138929
2009-04-21,78,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.35670882668959,14.4429658146774,12.7208237240196,8.99566259897892,15.6336315559441,15.3088588874219,9.84225082981742,15.7509693423316,12.3461728432332,8.4884451749455,5.55870086592997
2009-04-22,79,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.36944785246702,14.6011045391123,13.0503323386835,8.91873785157968,16.3350242482519,15.3198537958684,10.115508268467,15.4888782288082,12.154795347015,8.55364054887059,4.83959973081038
2009-04-23,80,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.38202663467388,14.3608643927079,12.6385360150072,8.62231632567862,14.99,13.9145326475512,9.7448177159497,15.6134773170255,12.2985975553421,8.47264998281431,4.01162812441537
2009-04-24,81,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.39444915467244,14.3781691030756,12.7108311963942,8.74946368134166,15.9947303628,14.7804172989991,10.4693560086526,15.3431198900098,11.6531025809084,7.88853231578498,5.15579794298593
2009-04-25,82,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.40671924726425,14.5001079968322,12.7855421028007,8.58141770997258,15.4353604358357,13.6857380561244,9.91492817265489,15.8562446805243,12.4090189875087,8.64780065595785,3.41421455679991
2009-04-26,83,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.4188406077966,14.7986050854148,13.0870975535514,8.88210427722268,15.1793413380604,14.1598842931413,10.053168542642,15.1261428987924,11.5412680006533,7.94668128841396,5.16235656190713
2009-04-27,84,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43081679884331,14.1624507706742,12.4672630148327,8.44040430944855,15.328643149387,13.9868076689415,9.80496911363239,15.2300074005487,11.9664507682505,7.95036212797968,4.06955185658248
2009-04-28,85,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.44265125649032,14.7558886949284,13.1733913855945,8.75913394137852,15.3686786010987,13.6904992010888,9.63941559872467,15.2305238367922,11.7485607649567,8.02321136594012,5.37883846543094
2009-04-29,86,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.45434729625351,14.3431196439992,12.2027832363331,8.50726070627546,15.6845607125222,15.59615392349,10.1418188178373,14.9,11.3098486403202,7.83600223419573,4.04540673314831
2009-04-30,87,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.46590811865458,14.806020153952,13.1684663558448,8.94415150544193,15.7408823097044,14.0976819861385,10.1574943320466,15.3860887381569,11.856792014154,8.19756778429475,3.69200335599595
2009-05-01,88,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.47733681447821,14.317860609179,12.4306492263295,8.64381852171483,15.3508679417283,14.6295732977408,9.82053060275047,15.1060964801946,11.4175784397915,8.14568012296272,2.20484041797541
2009-05-02,89,"Saturday",0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.48863636973214,14.5280844021571,12.7872008118744,9.00978637254484,15.4404246847576,14.6418732198014,9.77670537390795,15.708985441021,12.008672332606,8.42822595830907,6.91240771686834
2009-05-03,90,"Sunday",0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.49980967033027,14.5613212632428,12.7951056021885,8.64085027967302,15.7019715305128,14.9168038323428,9.98947410894748,15.2132590507407,11.9099930290024,8.31730348028917,3.65614474678906
2009-05-04,91,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51085950651685,14.3928086061323,12.702851197875,8.64049634751774,15.8956838355464,15.6108762194567,10.0601876221932,15.5394897073926,12.1470612667137,8.54678346632982,4.45618585249905
2009-05-05,92,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.52178857704904,14.9506419348096,13.5277654902032,9.16369089106019,15.6547984110804,15.6068715123388,10.05583285364,15.0674881808536,11.582737050554,8.22199346673819,4.55971166384531
2009-05-06,93,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.53259949315326,14.72218871828,12.8985530808233,8.84545071905538,15.2854993413664,13.961614383163,9.91243872133627,15.231247436737,12.0263801006272,8.31837215054218,4.39460312001633
2009-05-07,94,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.54329478227,14.489582035706,12.4109402345829,8.49909157289538,15.4070465125103,14.2037452042738,9.646422856008,15.481106277171,12.1985380443398,8.1851601315295,5.3071936467238
2009-05-08,95,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.55387689160054,14.7621371668305,12.7769033569922,8.67281004858182,15.0132676756659,13.7672920458411,9.85424562324181,15.3439676018415,11.8284329524175,8.30797099792395,4.81472655990482
2009-05-09,96,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.56434819146784,14.6640072613865,12.9354655165549,8.66003025565782,15.5275222216868,14.0771548334387,9.82950575882363,15.5533087579752,12.0987397820899,8.41074226366278,4.95271049025973
2009-05-10,97,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.57471097850338,14.4455641366314,13.1563076707945,8.7765806409192,16.65,15.5084777215716,10.49,15.2304889246846,11.9810494432688,8.24071822420038,2.79835463215583
2009-05-11,98,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58496747867057,14.3586570353261,12.5274650126185,8.29527574894048,15.8586391755754,14.6778049574046,10.0296074813315,15.4196421868765,12.194767487136,8.22399207585688,4.25697258553243
2009-05-12,99,"Tuesday",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.59511985013459,14.2198176007537,12.5256393066972,8.55900698513848,15.0442342850715,14.2340825478833,9.80815774610035,15.6287760949986,12.0470886083524,8.22605187849532,3.54883755992311
2009-05-13,100,"Wednesday",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.60517018598809,14.5234956844992,13.0064756130719,8.69088919071083,15.157500153826,14.5318496160608,9.70381538701589,15.2595774285305,11.7271515901951,8.19561530784909,4.1039759882726
2009-05-14,101,"Thursday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.61512051684126,14.3261724963048,12.4279849528034,8.16560174008126,15.8912834241,15.2395352811026,10.1045015680324,15.4619414856619,11.8573036374359,8.15535730215667,3.25063088455515
2009-05-15,102,"Friday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.62497281328427,14.7065365512972,13.2761341942611,8.78412216611446,15.8730447614665,14.9196964192285,9.95788037276947,15.4413464348263,11.980626537862,8.38781213785209,4.74757648797046
2009-05-16,103,"Saturday",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.63472898822964,14.310463201513,12.6062359882281,8.50558597961369,15.2470285057481,14.3745970315353,9.99779617084944,15.4188295933562,11.9734758631813,8.09737050440723,4.5419231057429
2009-05-17,104,"Sunday",0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.64439089914137,14.3637546710177,12.2958722222934,8.42652187442717,15.7141751287654,14.3467586724108,9.89550504021646,15.3025554170637,11.9020835878349,8.08898361331022,3.75497016009956
2009-05-18,105,"Monday",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65396035015752,14.2486694845945,12.3609783604774,8.51617997346007,15.0998306705627,14.381867457164,9.68597739711022,15.3891782012659,11.6557034332872,8.03341934477967,4.46102743507507
